Checkpoint number,Checkpoint fraction,Ground checkpoint,Contact checkpoint,Lap index,Lap distance,X,Y,Z,Notes
187,0.16949135,3,2,-1,15813.47656,321.89093,-74.10281,332.20346,Didn't fly above the finish when crossing it
187,0.15434356,3,2,-1,15807.41699,317.41135,-73.17696,338.26257,
187,0.13847031,3,2,-1,15801.06738,313.27808,-72.17759,344.61188,
187,0.12192291,3,2,-1,15794.44922,309.51263,-71.1073,351.23083,
187,0.10475685,3,2,-1,15787.58203,306.13535,-69.96856,358.09726,
126,0.1272582,3,125,-1,13327.66992,303.3176,-68.80836,365.08981,Brushed side of track
126,0.3117311,3,125,-1,13335.0498,301.02206,-67.57383,372.46878,
126,0.50154191,3,125,-1,13342.6416,299.15094,-66.30799,380.06128,
126,0.69380146,3,125,-1,13350.33203,297.65979,-65.00519,387.75171,
126,0.88774407,3,125,-1,13358.08984,296.578,-63.64234,395.50946,
127,0.01660657,3,125,-1,13365.90137,295.94363,-62.20707,403.32104,
127,0.0558405,3,125,-1,13373.74805,295.78308,-60.69734,411.16785,
127,0.09512051,3,125,-1,13381.60449,296.11044,-59.116,419.02386,
127,0.13429722,3,125,-1,13389.43945,296.93173,-57.46791,426.85922,
127,0.17321347,3,125,-1,13397.22266,298.24808,-55.75846,434.64249,
127,0.21170658,3,125,-1,13404.92188,300.05704,-53.99247,442.34113,
127,0.24961449,3,125,-1,13412.50293,302.35367,-52.17445,449.92273,
127,0.2867749,3,125,-1,13419.93555,305.13034,-50.30822,457.35483,
127,0.32302803,3,125,-1,13427.18555,308.37778,-48.39721,464.60547,
127,0.35821626,3,125,-1,13434.22363,312.08377,-46.4444,471.64313,
127,0.39218667,3,125,-1,13441.01758,316.23441,-44.45252,478.43723,
127,0.42479143,3,125,-1,13447.53809,320.8136,-42.42405,484.95819,
127,0.45588741,3,125,-1,13453.75781,325.80347,-40.36115,491.1774,
127,0.48533878,3,125,-1,13459.64746,331.1843,-38.26618,497.06769,
127,0.51301581,3,125,-1,13465.18359,336.93341,-36.14086,502.60309,
127,0.53879666,3,125,-1,13470.33984,343.02725,-33.98699,507.75928,
127,0.56256831,3,125,-1,13475.09375,349.44031,-31.80611,512.51361,
127,0.58422565,3,125,-1,13479.4248,356.14636,-29.60008,516.84509,
127,0.60367477,3,125,-1,13483.31543,363.1167,-27.37045,520.73492,
127,0.62083113,3,125,-1,13486.74609,370.32135,-25.11848,524.1662,
127,0.63561839,3,125,-1,13489.7041,377.72983,-22.84534,527.12366,
127,0.64797258,3,125,-1,13492.1748,385.31015,-20.55206,529.59448,
127,0.65783924,3,125,-1,13494.14746,393.03027,-18.24003,531.56781,
127,0.66517806,3,125,-1,13495.61523,400.8566,-15.91031,533.03558,
127,0.6699577,3,125,-1,13496.57129,408.75549,-13.56386,533.99152,
127,0.67215806,3,125,-1,13497.01172,416.69308,-11.20168,534.43158,
127,0.67177045,3,125,-1,13496.93457,424.63522,-8.82469,534.35406,
127,0.66879839,3,125,-1,13496.33984,432.54776,-6.43389,533.75964,
127,0.6632567,3,125,-1,13495.23145,440.39655,-4.0302,532.65131,
127,0.65517473,3,125,-1,13493.61523,448.14737,-1.61428,531.03491,
127,0.64458972,3,125,-1,13491.49805,455.76669,0.81332,528.91791,
127,0.63169032,3,125,-1,13488.91797,463.26425,3.18829,526.33801,
127,0.61671597,3,125,-1,13485.92285,470.58759,5.53204,523.34314,
127,0.60179353,3,125,-1,13482.93848,478.0405,7.35427,520.35864,
127,0.58672076,3,125,-1,13479.92383,485.43921,8.9061,517.34412,
127,0.57075214,3,125,-1,13476.73047,492.75031,10.22798,514.15039,
127,0.55374849,3,125,-1,13473.33008,499.93494,11.36715,510.74963,
127,0.53586447,3,125,-1,13469.75293,506.99509,12.32437,507.17282,
127,0.51760143,3,125,-1,13466.10059,513.97699,13.07117,503.5202,
127,0.50050569,3,125,-1,13462.68164,521.0152,13.54867,500.10104,
127,0.48667955,3,125,-1,13459.91602,528.19208,13.82974,497.33582,
127,0.47570053,3,125,-1,13457.71973,535.56274,13.83813,495.13998,
127,0.46707916,3,125,-1,13455.99609,543.05408,13.64992,493.41571,
127,0.46050188,3,125,-1,13454.68066,550.58789,13.3549,492.10025,
127,0.45586583,3,125,-1,13453.75293,558.11511,13.01632,491.17303,
127,0.45319965,3,125,-1,13453.21973,565.60992,12.67332,490.6398,
127,0.45255789,3,125,-1,13453.0918,573.05292,12.35598,490.51144,
127,0.45400196,3,125,-1,13453.38086,580.43018,12.08536,490.80026,
127,0.45758122,3,125,-1,13454.09668,587.7298,11.87602,491.51611,
127,0.46331394,3,125,-1,13455.24316,594.93781,11.73979,492.66266,
127,0.47119522,3,125,-1,13456.81934,602.03833,11.68589,494.23892,
127,0.48120281,3,125,-1,13458.82031,609.01379,11.72148,496.24045,
127,0.49330637,3,125,-1,13461.24121,615.84583,11.85138,498.66116,
127,0.50746942,3,125,-1,13464.07422,622.51514,12.07877,501.49377,
127,0.52365053,3,125,-1,13467.31055,629.00201,12.40479,504.73001,
127,0.54180354,3,125,-1,13470.94043,635.28644,12.82913,508.36063,
127,0.56187445,3,125,-1,13474.95508,641.34772,13.35049,512.37482,
127,0.58380306,3,125,-1,13479.34082,647.16492,13.96701,516.76056,
127,0.60752463,3,125,-1,13484.08496,652.71692,14.67621,521.50488,
127,0.63297075,3,125,-1,13489.17383,657.98297,15.47465,526.59412,
127,0.66005987,3,125,-1,13494.5918,662.94232,16.35899,532.01196,
127,0.68870449,3,125,-1,13500.32129,667.5744,17.32611,537.74091,
127,0.71881676,3,125,-1,13506.34375,671.85938,18.37204,543.76337,
127,0.75029218,3,125,-1,13512.63867,675.77826,19.49322,550.05847,
127,0.78302312,3,125,-1,13519.18457,679.31281,20.68612,556.60468,
127,0.81689322,3,125,-1,13525.95898,682.44574,21.9476,563.37872,
127,0.85178173,3,125,-1,13532.93652,685.16083,23.2743,570.35645,
127,0.88755953,3,125,-1,13540.0918,687.44379,24.66283,577.51202,
127,0.92408991,3,125,-1,13547.39844,689.28186,26.11009,584.81812,
127,0.96123147,3,125,-1,13554.82617,690.66394,27.6131,592.24646,
127,0.9988367,3,125,-1,13562.34766,691.58075,29.16935,599.76752,
128,0.03675669,3,125,-1,13569.93164,692.02441,30.77628,607.3515,
128,0.07483633,3,125,-1,13577.54688,691.98962,32.43148,614.96741,
128,0.1129184,3,125,-1,13585.16406,691.47321,34.13268,622.5838,
128,0.15084392,3,125,-1,13592.74902,690.474,35.87772,630.16888,
128,0.18845481,3,125,-1,13600.27148,688.99304,37.6643,637.69104,
128,0.22558992,3,125,-1,13607.69824,687.03381,39.49057,645.11804,
128,0.26209149,3,125,-1,13614.99805,684.60162,41.35445,652.41833,
128,0.29780111,3,125,-1,13622.14063,681.70496,43.25414,659.56024,
128,0.33256346,3,125,-1,13629.09277,678.3537,45.18809,666.5127,
128,0.36622691,3,125,-1,13635.8252,674.55981,47.15473,673.24536,
128,0.39862901,3,125,-1,13642.30566,670.40265,49.15401,679.72577,
128,0.42962155,3,125,-1,13648.50391,665.84576,51.19022,685.92426,
128,0.45907199,3,125,-1,13654.39453,660.88965,53.25964,691.81433,
128,0.48685712,3,125,-1,13659.95117,655.55164,55.35787,697.37134,
128,0.51286089,3,125,-1,13665.15234,649.85498,57.48114,702.57208,
128,0.53697991,3,125,-1,13669.97559,643.82471,59.62505,707.39587,
128,0.55912018,3,125,-1,13674.4043,637.48761,61.78564,711.82391,
128,0.58076972,3,125,-1,13678.73438,630.92792,63.60958,716.15381,
128,0.60142589,3,125,-1,13682.86523,624.25513,65.26418,720.28503,
128,0.62207723,3,125,-1,13686.99512,617.54675,66.5666,724.41528,
128,0.64188439,3,125,-1,13690.95703,610.74762,67.65541,728.37671,
128,0.66032684,3,125,-1,13694.64551,603.82306,68.59782,732.06519,
128,0.67711461,3,125,-1,13698.00293,596.76849,69.42874,735.42273,
128,0.69208837,3,125,-1,13700.99805,589.59558,70.16904,738.41748,
128,0.70516461,3,125,-1,13703.61328,582.32324,70.83171,741.03271,
128,0.71629071,3,125,-1,13705.83789,574.97321,71.42744,743.25793,
128,0.72543746,3,125,-1,13707.66797,567.56708,71.96355,745.08728,
128,0.73259264,3,125,-1,13709.09863,560.12659,72.44539,746.51831,
128,0.73776019,3,125,-1,13710.13184,552.67358,72.87727,747.55182,
128,0.74095356,3,125,-1,13710.77051,545.22943,73.26273,748.19049,
128,0.74219388,3,125,-1,13711.01855,537.81506,73.60503,748.4386,
128,0.74150878,3,125,-1,13710.88184,530.45044,73.90662,748.30157,
128,0.73893309,3,125,-1,13710.36719,523.15509,74.16983,747.78644,
