Checkpoint number,Checkpoint fraction,X,Y,Z
237,0.98929113,-1.29341,1.16966,4.28355
0,0.00030341,-1.79611,1.23348,-0.19115
0,0.00723237,-2.53282,1.2107,-4.55639
0,0.01405778,-3.44,1.12311,-8.8564
0,0.02084328,-4.45859,0.9963,-13.13127
0,0.02761467,-5.55727,0.86265,-17.39724
0,0.03438055,-6.70703,0.75563,-21.65975
0,0.04113916,-7.88813,0.69776,-25.91767
0,0.0478863,-9.08757,0.69546,-30.16837
0,0.05463953,-10.25986,0.73918,-34.4229
0,0.06141924,-11.36123,0.80991,-38.69412
0,0.06823658,-12.38788,0.88624,-42.98905
0,0.07509895,-13.32088,0.95012,-47.31234
0,0.08201015,-14.15583,0.99071,-51.66639
0,0.08896793,-14.88096,1.00465,-56.0498
0,0.09597035,-15.50992,0.99554,-60.46132
0,0.10300609,-16.05222,0.97063,-64.89384
0,0.1100673,-16.50418,0.93821,-69.3424
0,0.11714989,-16.85429,0.90653,-73.80443
0,0.12425114,-17.08234,0.88186,-78.27822
0,0.13137256,-17.17307,0.8676,-82.76471
0,0.13851129,-17.1172,0.86436,-87.26211
0,0.14566645,-16.91887,0.86988,-91.76986
0,0.15283281,-16.58601,0.88107,-96.28467
0,0.16000803,-16.12761,0.89442,-100.80506
0,0.16718993,-15.55942,0.90696,-105.32965
0,0.17437445,-14.90072,0.91652,-109.8559
0,0.1815521,-14.15705,0.92218,-114.37782
0,0.18872459,-13.34146,0.9236,-118.89649
0,0.19589324,-12.46625,0.92171,-123.41274
0,0.20305832,-11.5444,0.91753,-127.92674
0,0.21022186,-10.58608,0.91238,-132.43977
0,0.21738307,-9.59967,0.90732,-136.95134
0,0.22454374,-8.59876,0.90297,-141.46255
0,0.23169519,-7.57676,0.89982,-145.96797
0,0.23884268,-6.5348,0.89799,-150.47089
0,0.24598923,-5.48509,0.89749,-154.97322
0,0.25313181,-4.42974,0.898,-159.47304
0,0.26028162,-3.39374,0.89913,-163.97742
0,0.26744419,-2.43758,0.90065,-168.48984
0,0.27460974,-1.72236,0.90277,-173.00414
0,0.28175059,-1.21552,0.90503,-177.50287
0,0.2888799,-0.86996,0.9071,-181.99434
0,0.29599833,-0.66492,0.90846,-186.47894
0,0.30310786,-0.58764,0.90909,-190.95795
0,0.31021488,-0.59031,0.90896,-195.43536
0,0.31732041,-0.65093,0.9083,-199.91187
0,0.3244262,-0.75518,0.90735,-204.3885
0,0.33153301,-0.89353,0.90641,-208.8658
0,0.3386429,-1.04347,0.90569,-213.34502
0,0.34575698,-1.18093,0.90537,-217.8269
0,0.35287166,-1.21891,0.90531,-222.30914
0,0.3599951,-1.16519,0.90538,-226.79691
0,0.36712131,-1.01691,0.90546,-231.28642
0,0.37425432,-0.79529,0.90539,-235.78023
0,0.38139141,-0.52223,0.90508,-240.27658
0,0.38853037,-0.21133,0.90476,-244.77414
0,0.39567089,0.12579,0.90441,-249.27266
0,0.40281445,0.47251,0.90421,-253.7731
0,0.40995988,0.81703,0.90405,-258.27472
0,0.41710991,1.09552,0.90389,-262.77924
0,0.42425725,1.32428,0.9037,-267.28207
0,0.43140429,1.47375,0.90361,-271.7847
0,0.43854961,1.54958,0.90354,-276.28625
0,0.44569537,1.57124,0.90351,-280.78809
0,0.45284206,1.55105,0.90353,-285.2905
0,0.4601377,1.50279,0.90357,-289.88675
0,0.46749723,1.43741,0.90373,-294.52325
0,0.47492921,1.36096,0.90399,-299.20541
0,0.48242822,1.27735,0.90444,-303.92978
0,0.48999658,1.18894,0.90491,-308.69785
0,0.49763203,1.0972,0.90529,-313.50818
0,0.50533491,1.00307,0.90567,-318.36099
0,0.51310402,0.90713,0.90588,-323.25552
0,0.52093899,0.80965,0.90589,-328.19156
0,0.52883893,0.7109,0.90579,-333.16852
0,0.53680325,0.61106,0.90564,-338.18604
0,0.54483116,0.51027,0.90548,-343.24362
0,0.55292201,0.41089,0.90531,-348.34088
0,0.56107527,0.31673,0.90527,-353.47742
0,0.56929016,0.23161,0.90528,-358.6528
0,0.57756585,0.15839,0.90534,-363.86649
0,0.58590162,0.09914,0.90534,-369.11801
0,0.59429651,0.05137,0.90535,-374.4068
0,0.60274965,0.01182,0.90536,-379.73227
0,0.61126041,-0.02267,0.90536,-385.09406
0,0.61982799,-0.05409,0.9054,-390.49164
0,0.6284517,-0.08367,0.90548,-395.92459
0,0.63713086,-0.11217,0.90544,-401.39243
0,0.64586461,-0.14006,0.90516,-406.89468
0,0.65465218,-0.16764,0.90481,-412.43088
0,0.66349286,-0.19508,0.90451,-418.00049
0,0.67238581,-0.22249,0.9043,-423.60306
0,0.68133032,-0.24995,0.90427,-429.2381
0,0.69032562,-0.27749,0.90431,-434.90512
0,0.69937086,-0.30514,0.90445,-440.60364
0,0.70846528,-0.33291,0.90456,-446.33313
0,0.71760815,-0.36081,0.90465,-452.09314
0,0.72679871,-0.38885,0.90471,-457.88318
0,0.73603606,-0.41675,0.90472,-463.70273
0,0.74531955,-0.44294,0.9047,-469.55133
0,0.75464839,-0.4639,0.90464,-475.4285
0,0.76385021,-0.47595,0.90454,-481.22562
0,0.7730422,-0.47581,0.9045,-487.01657
0,0.78219748,-0.45919,0.90442,-492.78439
